chr gene skat skato nvar 
19 ZNF296 0.616897623538319 0.448329270489507 2 1.85517835617065
2 RNF149 0.627826463140449 0.448382711035932 2 1.32056832313538
15 GOLGA8S 0.312438616058997 0.448387326816526 5 1.77735686302185
4 N4BP2 0.550203411658926 0.448399847236098 6 1.61554980278015
7 MLXIPL 0.547518272939795 0.448426166506995 8 1.98255968093872
11 CRY2 0.514816950776423 0.448499746526132 2 1.19124794006348
4 PPID 0.296407016077849 0.448546382374053 6 2.01093554496765
1 MAPKAPK2 0.816631810202575 0.448550551892894 3 1.8729407787323
19 ERCC1 0.793675316137933 0.448722063293014 5 1.39870262145996
14 SLC7A8 0.319287950586615 0.448846700656952 4 1.29125666618347
21 PRMT2 0.779000372706577 0.44894074955473 5 1.80618906021118
1 CD55 0.323804051411564 0.449135718430703 2 1.89107704162598
15 CYP1A1 0.359172311087383 0.449140766738431 11 2.08013105392456
8 FBXO32 0.627865887394626 0.449147707237738 2 1.91649055480957
10 LOXL4 0.294643743447616 0.449371192517885 8 1.52793073654175
9 LHX3 0.806626341486753 0.44946647023819 2 1.16869878768921
7 PARP12 0.29843483019588 0.449702825053272 6 1.87353610992432
17 NT5C3B 0.604281407543134 0.449803496386658 2 1.32638788223267
9 WDR31 0.733289764447944 0.449857463785797 2 1.23552298545837
7 GPR146 0.300801699662203 0.450023355266481 6 1.43112802505493
5 RASGEF1C 0.617375058601119 0.450065780300779 2 1.41881990432739
2 DUSP11 0.995979527635358 0.450251524053999 5 1.35645914077759
10 SLC16A9 0.337673254297258 0.450350643159356 2 1.87994122505188
11 TH 0.301477493379327 0.450459162432139 6 1.95152473449707
7 CYTH3 0.511396693419039 0.450468859398869 2 1.3646194934845
16 COG8 0.332439262285027 0.450612471536818 5 1.99959564208984
15 TLN2 0.281492443720855 0.450646864360181 16 1.49391222000122
8 DPYS 0.695696371480782 0.450725181257556 3 2.55162954330444
10 NCOA4 0.407129016819397 0.450774842070301 5 1.91389894485474
15 MYO5C 0.295978863315292 0.450803259564854 9 2.11870551109314
17 HOXB2 0.323669823502163 0.450840253549821 3 1.89736986160278
2 GLS 0.634423814791428 0.45097847612479 2 1.21050000190735
5 PRDM6 0.491896632925555 0.450989136730329 3 1.60368251800537
6 ZBTB24 0.405842468293632 0.451082221846874 3 1.59205937385559
17 FBF1 0.546105512333105 0.451093804831291 10 2.23165607452393
17 ZNF750 0.844347788617776 0.451114928183945 6 1.87274384498596
1 CD2 0.734860267628581 0.45111725142194 2 1.9315927028656
9 FRMPD1 0.296349554540447 0.451125183261403 7 1.91774916648865
5 ATG10 0.323597731366938 0.451143323891601 2 1.16222286224365
1 FCGR1B 0.560413120415024 0.451294919803826 2 1.83393716812134
17 RPH3AL 0.320448331529124 0.451352831302101 6 1.92391180992126
3 ATP11B 1 0.45142831024245 4 2.21694540977478
14 SERPINA1 0.296267030208337 0.451492757887755 7 2.00433826446533
19 ZNF229 0.313728423297402 0.451567031454414 8 2.04792451858521
3 IFT122 0.521244682629072 0.451716432962189 9 1.23269939422607
15 RAD51 0.33321900158719 0.451791439497516 2 1.84360909461975
11 LDHC 0.798027318232135 0.452076163949405 3 1.91200518608093
19 ZNF491 0.307503698358061 0.452184169481388 5 2.26726508140564
22 MYO18B 0.365713633853291 0.452248258929925 20 1.74810361862183
17 METTL16 0.318968461542528 0.452365988223286 3 2.18038511276245
2 TSGA10 0.79609024505097 0.452402728736705 6 1.76222085952759
19 ZNF414 0.637726854827485 0.452695355794305 2 1.20957612991333
10 INA 0.333526390840851 0.452769732589831 3 1.24685263633728
11 OR51F1 0.452842666349026 0.452842666349026 1 1.53138136863708
20 PPP1R16B 0.313863783345993 0.453103604112693 3 1.97324180603027
22 DGCR8 0.808234773706235 0.453159513748052 3 1.9187126159668
10 MBL2 0.317622311088855 0.453262387245897 3 1.38595676422119
19 PDE4C 0.318486741716962 0.453471442577268 4 1.6211199760437
15 IREB2 0.729465005269536 0.453472453959688 5 2.01855540275574
5 PCDH1 0.84249508304079 0.453473602630542 3 1.59359288215637
12 BIN2 1 0.453515339460034 3 1.99998164176941
12 BTBD11 0.314003506761684 0.453587038493401 5 1.70301675796509
2 RASGRP3 0.30978677367569 0.453646334057677 5 1.48682260513306
1 KIRREL 0.360617920256282 0.453747598714407 5 1.21758079528809
3 ITIH3 0.294150839195695 0.453761372762801 10 1.27561497688293
20 RTEL1 0.295566431888773 0.453804933808669 12 2.07278990745544
9 HDHD3 0.673470022318857 0.453922793354483 2 1.79848408699036
5 EGFLAM 0.2967924124739 0.454005956652488 9 1.98356962203979
10 RASSF4 0.510416396357904 0.454037431881957 8 1.8095383644104
1 DMRTB1 0.312334104692346 0.454168925656409 5 1.47063636779785
2 BBS5 0.645517883418354 0.454170718655199 4 1.94587802886963
20 E2F1 0.454224359591474 0.454224359591474 1 1.06677007675171
11 OR10A3 0.312757982478984 0.454304543340065 4 1.94474506378174
2 DIS3L2 0.745750792918389 0.454321274355915 10 1.51719045639038
2 LBX2 0.322455138645475 0.454372353112539 3 1.93597626686096
3 FILIP1L 0.568912895271334 0.454389120956576 8 2.03028130531311
9 ZNF189 0.330979861932231 0.454391430841181 2 1.91439247131348
13 DACH1 0.454400833454959 0.454400833454959 1 1.82151126861572
17 UTP6 0.316786807031146 0.454614564605585 4 1.97878217697144
4 ACSL1 0.633939602174517 0.454755469240321 2 1.95631766319275
7 SRRM3 0.314996598202604 0.454779017383659 4 1.48888397216797
2 SLC8A1 0.326121564790009 0.454785763149235 5 1.95314908027649
1 RNF19B 0.578032817828186 0.454879561174138 2 1.49712157249451
7 PAPOLB 0.324209931063049 0.454958778476314 3 1.92477989196777
6 ANKS1A 0.766237905038824 0.455028683794759 3 1.41634631156921
17 CD300LF 0.431590639614406 0.455148323611881 4 2.14496326446533
12 GRIN2B 0.638481782347329 0.455245630989142 2 1.95524454116821
10 CALML3 0.450952168487251 0.455285519763945 2 1.54238200187683
8 GEM 0.325171639320423 0.455292004019265 2 1.96572589874268
14 PRPF39 0.325400519601113 0.455296514604497 2 1.88209056854248
15 SNAPC5 0.516206798480749 0.455433354439347 5 1.89262795448303
17 CLEC10A 0.323517477835129 0.455524705242815 3 1.94230580329895
19 ZNF529 0.326761489393277 0.455556522663213 3 1.26651906967163
10 ZNF438 0.315406899250641 0.455585691974798 4 1.91506862640381
21 RRP1B 0.31131473593697 0.455707748424859 4 1.91408658027649
5 C9 0.303397081685934 0.455711489148575 7 1.91522026062012
12 GDF11 0.328840233102463 0.45574532680862 2 1.88460254669189
5 YTHDC2 1 0.455836849578826 5 1.52762341499329
7 TMEM140 0.346664622860287 0.455976628426443 2 1.88168811798096
19 EPS15L1 0.826591943712701 0.456143353399076 6 1.17466473579407
16 BRICD5 0.313519334538313 0.456172727801406 4 2.00686049461365
13 GTF3A 0.331941630767447 0.456195391986728 2 1.60045266151428
1 AMIGO1 0.336428108529253 0.456217611551385 2 1.16574501991272
2 C2orf47 0.330892296554962 0.45625511753372 4 1.86155462265015
6 OOEP 0.45628127112711 0.45628127112711 1 1.34584021568298
15 UNC13C 0.297134491200111 0.456427083001351 10 1.2136058807373
8 MTMR7 0.545073832507066 0.45649331366381 3 1.88182163238525
3 USP19 0.303975973286627 0.456559982333559 9 1.44215226173401
17 ELAC2 0.369310468212228 0.456577487728763 3 1.82727432250977
8 KIAA0196 0.638496841540912 0.456645561300271 2 1.84988188743591
19 LILRA3 0.363017863546029 0.456679349123949 7 1.63134670257568
4 TMEM175 0.360353408275479 0.45680643061068 10 1.27013468742371
14 TINF2 0.341507454131582 0.456842329508631 3 1.96678924560547
7 TRBV5-6 0.45703512547623 0.45703512547623 1 1.51272773742676
19 ZNF799 0.321187057715905 0.457222788215577 4 1.82998824119568
6 OR2H2 0.357954431999583 0.457371309958662 5 2.02506947517395
3 MED12L 0.312949408799047 0.457489344682852 3 1.90596127510071
20 KCNK15 0.335666828473153 0.457522405537089 2 1.8642201423645
11 TSPAN18 0.320060441386216 0.457697783033082 4 2.03832602500916
5 MROH2B 0.305050234425585 0.457752368524134 13 2.13249826431274
2 SLC3A1 0.295469155691769 0.457781008629385 10 2.0519106388092
20 BMP7 0.371432872018894 0.457821446965473 3 1.86413931846619
7 UBE2D4 0.45793851863943 0.45793851863943 1 1.78762316703796
21 KRTAP10-3 1 0.458005650964805 5 2.01297497749329
12 METTL21B 0.348015727482177 0.458036607766929 4 1.43969416618347
2 TTN 0.786097490070782 0.458054053370286 239 5.13580942153931
3 SEMA5B 0.556521025650685 0.458096680849419 8 1.59716272354126
17 TMEM107 0.638953455306121 0.458263972252134 2 1.24106025695801
10 RUFY2 0.458605539882085 0.458605539882085 1 1.82059574127197
7 TSGA13 0.32407864598655 0.458614852144915 4 1.74731349945068
16 AXIN1 0.320558626301835 0.458897747084995 6 1.59290885925293
16 SEPHS2 0.307714013456868 0.458928665445851 7 1.87150835990906
5 ZFYVE16 0.315048276937854 0.459039751909973 8 1.39352512359619
16 TMC7 0.327501642735374 0.459149403120767 5 1.93710374832153
13 HNRNPA1L2 0.352694068692566 0.459157969851463 3 1.25532341003418
7 WIPF3 0.950561733126507 0.459386458520955 5 1.96838855743408
16 VPS9D1 0.304977834944468 0.459547913960492 7 1.22399234771729
1 OPN3 0.332183612514221 0.459630587260161 2 2.00816822052002
14 IRF2BPL 0.796728119529009 0.459857753182104 3 1.88809895515442
5 PPP2R2B 0.316086228790809 0.459879380954269 3 1.9014573097229
1 TTC34 0.516898434884283 0.45989387938009 5 1.92801713943481
2 WDR75 0.385481673366923 0.460082122582286 3 2.04881000518799
9 GRIN3A 0.321255380643483 0.460083854990785 6 1.52336120605469
16 ZG16B 0.331002078394095 0.46010206046729 2 1.99532890319824
14 KTN1 0.601871390556402 0.46014766970506 11 1.2379469871521
4 ADH1B 0.805456250679191 0.460266967140001 6 1.99701595306396
13 USPL1 0.31399825643624 0.460274633475591 7 1.74354457855225
11 KCNJ11 0.575214698825787 0.460493644721147 2 1.38261270523071
16 KIF22 0.653679656366508 0.460497149381093 2 1.87285041809082
11 MICAL2 0.307124532095009 0.460625008192675 13 1.76115751266479
6 TREM2 0.326404795757521 0.460626400549028 3 1.7674822807312
3 GPR156 0.295397469130215 0.460692234385739 11 2.03700113296509
7 NOS3 0.30810823096899 0.46073313535604 6 1.3840160369873
11 CTSC 0.664341892118664 0.460819183202849 2 1.35358095169067
2 FN1 0.871849162435057 0.461189031417718 12 1.43818712234497
1 FAM231B 0.461245803316222 0.461245803316222 1 1.34761714935303
3 PRSS50 0.803593590625232 0.461265554499183 2 2.19352960586548
9 OR1L6 0.326260968118934 0.461307158967525 3 2.02401852607727
12 ASUN 0.485079075768235 0.461346846125007 2 1.96313524246216
17 SLC5A10 0.521710395523654 0.461358209606151 5 1.80556917190552
22 SUSD2 0.317738598855216 0.461462166754191 5 1.85329413414001
10 UTF1 0.541621241748377 0.461523181378189 5 1.78513097763062
4 EGF 0.32655323147426 0.461551461072221 3 1.92132353782654
2 BOK 0.859496526825354 0.4618616890041 4 1.95116972923279
15 CGNL1 0.302332935854454 0.461873213880462 10 1.25093865394592
20 C20orf194 1 0.461976306993175 6 1.69527363777161
2 RAPH1 0.306977155077683 0.462455700654822 6 1.89904880523682
1 CHML 0.683873751708825 0.462972639981988 2 1.87286281585693
15 IL16 0.732707662642271 0.462991139602151 7 1.93380975723267
5 CATSPER3 0.331820551823972 0.463015577981153 2 1.84174084663391
12 C12orf43 0.665422031242394 0.463139658386107 2 1.88809442520142
6 T 0.794004253520095 0.463312118408813 3 1.91411304473877
22 SBF1 0.309036709389972 0.463449828490269 8 1.53554892539978
1 C8A 1 0.463657613848463 4 1.83133888244629
14 BRF1 0.498758174422621 0.464114562734116 5 1.28137373924255
19 HRC 0.344435134157641 0.464129296571497 6 1.99261474609375
13 COL4A1 0.657885311614011 0.464197767682314 7 1.97115468978882
5 SERINC5 0.677507879069738 0.464226538636654 2 1.92359232902527
12 PGAM5 0.794950884087538 0.464232345798367 3 1.43658590316772
6 SLC22A1 0.314594752917261 0.464258849353669 7 2.00519132614136
22 GTPBP1 0.339355863401621 0.464277918557049 2 2.00734043121338
11 TPP1 0.312369521560492 0.464473791772589 6 2.06044626235962
1 SDE2 0.337021969274644 0.46450925881493 3 2.03632164001465
15 TTC23 0.321737880160732 0.464528675442009 4 1.93882775306702
19 DMPK 0.309736612278046 0.464860278364309 8 1.96086120605469
6 TNXB 0.816628347292113 0.464965192065762 34 2.39658617973328
2 NRXN1 0.328532959858312 0.465018727138659 7 2.03385615348816
22 SLC2A11 0.317183599534751 0.465022920884614 8 1.99753427505493
12 THAP2 0.690003110180828 0.465049273548359 2 1.93526601791382
19 RPS5 0.690003110180828 0.465305352817631 2 1.93507647514343
14 SPTLC2 0.634495239592316 0.465406318780688 2 1.88489031791687
2 C2orf50 0.333934281493697 0.465518479109238 3 1.85581588745117
2 CREG2 0.638760008256693 0.465527238491973 3 1.8492419719696
6 MTFR2 0.325568947315197 0.465540872112272 5 1.95349407196045
1 UBE4B 0.792914390571175 0.465676720626413 4 1.89854621887207
8 LONRF1 0.658088205843048 0.465684326005974 2 1.88907289505005
16 NOB1 0.308963334202464 0.465695794526382 7 1.92552947998047
13 RB1 0.684340871480823 0.465724074794577 2 1.2005922794342
19 TRAPPC6A 0.795718601764164 0.46585404174329 2 1.87077307701111
22 CPT1B 0.320162405094394 0.465859824602596 5 1.87831735610962
19 FAM98C 0.323789634139567 0.465963600984466 4 1.24177742004395
2 SCRN3 0.729762707317827 0.466031353924833 2 2.22431993484497
14 SOS2 0.743210255072002 0.466081684707421 4 1.96770572662354
20 SALL4 0.327550232708895 0.466105504945682 4 1.18457961082458
8 INTS8 0.331704124150708 0.466333478936644 4 1.94852685928345
2 AFTPH 0.326347011824242 0.466345938644533 3 2.09471035003662
22 TOP3B 0.79958453156689 0.466511586042616 10 2.01515674591064
21 FAM207A 0.734998350299044 0.466563134045234 4 2.02586388587952
8 EPHX2 0.319879044477672 0.46670644168176 5 1.3566722869873
4 UNC5C 0.308963899580202 0.466947610074382 7 1.57652831077576
14 KCNH5 0.32082754422753 0.467110551482622 5 2.06281518936157
17 USH1G 0.403867950497166 0.467190600712846 3 1.39244675636292
8 GSDMC 0.312210305644918 0.467322039065971 5 1.72413539886475
9 SVEP1 0.298246687715431 0.467326192500781 15 2.06357192993164
13 RNF6 0.34450124592624 0.46746230320508 2 1.8791708946228
1 ZMPSTE24 0.672513191117023 0.467597209416808 2 1.93310022354126
14 FOS 0.324873173983074 0.467671984492271 3 1.94058465957642
1 CYB561D1 0.653195438965332 0.467843679733121 2 1.16450548171997
4 DOK7 0.625108161126232 0.468022779471407 8 2.00210809707642
4 LRRC66 0.811025653739874 0.468088277627452 7 1.97034883499146
22 MICAL3 0.293431482937747 0.468142130610622 20 1.48879814147949
9 ACTL7B 0.694346003252496 0.468193118940944 2 1.91089987754822
5 MAST4 0.315410343037134 0.468266743578525 9 2.6132025718689
16 GCSH 0.46895448033055 0.46895448033055 1 2.038334608078
15 PDE8A 0.547300762422247 0.469047868108747 7 2.17884516716003
9 GKAP1 0.325313680412175 0.469082475281871 3 1.58122873306274
21 COL6A2 0.645302877754906 0.469090122304284 13 2.09532618522644
1 ATAD3A 0.55029157238689 0.469096691120722 18 1.28791069984436
15 PIF1 0.392284665006778 0.46938581605828 7 2.06132960319519
11 OR52I2 0.321098525104863 0.46955376271942 3 1.61616587638855
4 HPGDS 0.56246167936353 0.469637832523291 6 1.95237421989441
8 MRPL13 0.393591688504291 0.469757681430339 3 1.92852592468262
16 ZSCAN32 0.317245925797826 0.469807273510864 7 1.61542820930481
17 OR4D2 0.708141066956972 0.470108393158768 2 1.88957786560059
12 TMTC2 0.658591626077948 0.470236268364669 2 1.92093515396118
11 SLC37A4 0.537957073006944 0.470259559505705 5 1.92652916908264
5 C5orf45 0.317305735128835 0.470394362853409 6 2.00447583198547
6 PERP 0.673610424907157 0.470468041835326 2 1.94987678527832
11 UBQLN3 0.310288246542866 0.470518693797929 13 2.57404947280884
7 MOGAT3 0.582992474708704 0.470603090770477 5 1.90937042236328
2 SCN7A 0.314849384778755 0.470629851733795 8 1.41542983055115
20 FAM217B 0.324285890868405 0.47069598244842 3 1.41358733177185
1 FAM189B 0.319071596460607 0.470842875464337 5 2.02462649345398
3 GPX1 1 0.470884602520617 4 1.85727882385254
6 RAB44 0.31445690732806 0.470886516080334 6 1.36308336257935
10 SYNPO2L 0.821959264577392 0.470954577557833 2 1.91648888587952
2 AFF3 0.334210293496768 0.471098995642023 6 2.1229031085968
19 DHPS 0.318428604063971 0.471117827605991 5 1.91004419326782
11 OR51E1 0.330768903167224 0.471276509259871 6 1.64014935493469
2 NAT8 0.853125066379605 0.471447035559894 3 1.98635005950928
14 OR4L1 0.339043685331226 0.471538481129508 4 1.86969137191772
9 SLC28A3 0.3354964254514 0.471785208080233 3 1.89574146270752
5 NOP16 0.807327745595368 0.471974140174389 2 1.56986618041992
8 FER1L6 0.370440714952191 0.47199227590897 13 1.25480532646179
1 ZNF648 0.701785677209751 0.472006551627401 7 2.49320721626282
3 B4GALT4 0.472015267238554 0.472015267238554 1 1.13077068328857
17 RNF167 0.357402872671976 0.472125611130501 4 1.72269606590271
11 DLG2 0.790717325366193 0.472237350131477 3 1.95194888114929
7 LAMB1 0.297192532178426 0.472349602004736 16 2.07264256477356
17 SOCS7 0.488096855792835 0.472532063769539 3 1.66329956054688
12 WNT10B 0.654846590662395 0.472547675573939 2 1.81881666183472
3 OXNAD1 0.760788903573829 0.472687432776956 2 1.65194296836853
5 SLC25A46 0.320949676903617 0.472715228769155 4 1.96851229667664
16 ATP2C2 0.303737321475846 0.472740152860326 14 2.23802065849304
22 TUBA8 0.468092926970692 0.472824609863608 7 1.29889130592346
16 IST1 0.332556903371209 0.472898461732515 3 1.80141711235046
2 ASXL2 0.866561621189357 0.472989863457691 9 2.12444448471069
1 DENND4B 0.327031033223462 0.473175753271092 6 1.33639550209045
9 LRRC19 0.322015234451186 0.473210583324009 4 2.02376890182495
19 WIZ 0.302690553439394 0.47323486207654 11 2.20662689208984
12 FICD 0.636870720978017 0.473403447208182 7 1.91880774497986
15 GOLGA6B 0.473471464003231 0.473471464003231 1 1.58376002311707
1 ZFP69 0.325191517036756 0.473516077289108 3 1.43752479553223
11 KLHL35 0.328851693276541 0.473518705703434 7 1.52018284797668
11 HPX 0.326992025654863 0.473631607616712 5 1.96456933021545
5 LMAN2 0.323734463314894 0.473671691958997 3 1.25834155082703
2 NEU4 0.5083243487002 0.473856232019883 8 1.9693775177002
2 CCDC148 0.797372871148327 0.473920615588988 2 1.90247583389282
16 C16orf86 0.690660073339394 0.473943874210052 2 1.91392350196838
10 HERC4 0.346626747388732 0.473956920717673 2 1.88316631317139
14 PARP2 0.324930557188992 0.474026193027804 5 1.87422251701355
16 PLEKHG4 0.348329683306526 0.474048811193628 10 2.06933498382568
9 PTCH1 0.913304593086366 0.474051366038253 11 1.91563534736633
7 NAPEPLD 1 0.474316516420398 4 1.63692212104797
11 ANO1 0.642561880484465 0.474438979228077 11 1.63228988647461
2 MBOAT2 0.33766662452125 0.474717018131936 2 1.39475846290588
14 YLPM1 1 0.474832074012835 9 2.14869165420532
19 DPY19L3 0.329294462912605 0.474962885298911 5 1.94777488708496
9 CCIN 0.522830155873907 0.475041592345703 3 1.9122531414032
3 NRROS 0.31433547431254 0.475089499325153 6 1.4692018032074
7 MEPCE 0.60679651479715 0.475106460628035 2 1.20369648933411
1 AKR7A2 0.340192241150566 0.4751509038315 3 1.31274342536926
1 FMN2 0.314995441804753 0.475251080133634 9 2.02424573898315
20 CDH26 0.449809188103045 0.475257339199539 6 1.26036834716797
20 XKR7 0.339949166534047 0.475441619520353 2 1.87051320075989
16 NTN3 0.338536388057331 0.475544631144661 3 1.90457820892334
20 UCKL1 0.692470800535669 0.475604212886829 2 1.71290445327759
10 MMRN2 0.331308445605919 0.475632582656349 5 1.41375732421875
1 CAMK1G 0.333717675281247 0.475644337423455 3 1.48567032814026
20 MCM8 0.325665622197127 0.475702411611858 13 1.99934601783752
1 ZCCHC11 0.353020364812661 0.475708382818948 2 1.83703374862671
17 ASB16 0.5429992949558 0.475784222384596 6 1.39794659614563
12 KLRB1 0.351276366062153 0.475891499854537 2 2.04299688339233
12 ULK1 0.313520386052099 0.476120740708222 13 2.05824255943298
1 CAMSAP2 0.318361933809477 0.476129638260748 7 1.50271773338318
6 SCML4 0.335535580748853 0.476181749566964 4 1.47570300102234
1 LAX1 0.34907097553127 0.476234956172017 2 1.34300971031189
2 M1AP 0.449393680243653 0.476239257706283 4 1.22163867950439
13 TEX29 0.345671799429436 0.476277030724597 2 1.48011636734009
2 EPB41L5 0.386908161855942 0.476338214181922 6 1.35024189949036
19 RPL13A 0.354023155255539 0.47644077054006 2 1.54103231430054
3 NFKBIZ 0.906424973495139 0.476466845868426 4 1.9077205657959
21 PAXBP1 0.333842107477543 0.476530471936773 3 1.23655819892883
11 TIRAP 0.626064843587868 0.476682771340654 4 1.20337581634521
16 XYLT1 0.3255507703439 0.476697059960562 6 1.98323965072632
8 LY6K 0.357963691311037 0.477098584712262 2 1.89143753051758
8 NBN 0.435704965757652 0.477178375968219 4 1.91198873519897
3 PLSCR2 0.694741719687972 0.477192953829472 2 1.99705648422241
18 NDC80 0.341107858135944 0.477195298508015 2 1.97484564781189
1 SRM 0.706922258092766 0.477258143347191 2 2.01591038703918
16 RBL2 0.320069789084771 0.477279827984127 7 1.25572800636292
19 ZNF568 0.356564846592172 0.477548047700321 4 1.95523619651794
9 LCN1 0.723565019463735 0.477808328318558 2 1.56323432922363
9 PTGS1 0.691246766478545 0.477866267813352 2 1.85509395599365
12 ST8SIA1 0.618674025756351 0.477934239497295 2 1.8565502166748
20 PARD6B 0.326206062611807 0.478038929091596 3 1.4035747051239
15 TUBGCP4 0.706876203400298 0.478085429369499 2 1.71889567375183
19 TSKS 0.315238971690974 0.478236172506465 7 1.70747947692871
1 ILDR2 0.329187375547097 0.478446541415864 4 1.42491388320923
8 PROSC 0.336124433945001 0.478559488470321 5 1.87938666343689
11 RIC8A 0.531546482375846 0.478573973095029 6 1.76070356369019
1 HCN3 0.394381291771487 0.478608767602757 5 1.31438994407654
3 FGD5 0.314703907789741 0.478612192284173 11 1.49312543869019
7 ITGB8 0.342799655371784 0.478652116784604 2 1.79286432266235
4 KIAA1109 0.318691003741357 0.478694010006575 12 1.22312617301941
22 TST 0.331391994393358 0.478739002482822 3 1.90542483329773
8 RBM12B 0.321488221270737 0.478743145908715 6 1.88469052314758
17 GH1 0.705213371183802 0.478838698703048 2 1.99005270004272
19 ZNF585B 0.40800381517883 0.478849017693644 6 2.25592374801636
11 TRIM51 0.336448509203025 0.478894006430422 6 1.99602937698364
11 OR5M1 0.331201242426916 0.478971684265751 3 1.64272665977478
14 MRPL52 0.479052497814378 0.479052497814378 1 1.88567447662354
11 LRRC55 0.340793000244867 0.479083153491304 2 1.38670516014099
1 LHX4 0.358462384632718 0.479634937065068 3 1.96847033500671
12 GLT1D1 0.328469101009784 0.479638036200567 4 1.96364426612854
11 ZNF408 0.324503526471211 0.479676954912908 5 2.07291960716248
4 SEC31A 0.328958135683546 0.479803956898188 6 1.99983763694763
14 IGHV1-46 0.499631180833369 0.48020578842198 3 1.334557056427
6 TAF8 0.543518470763735 0.480261875163199 3 1.87780594825745
10 MORN4 0.333492872111747 0.480269041487237 3 1.33826899528503
9 OLFML2A 0.941994465274959 0.480270033296923 4 1.85629200935364
11 CLCF1 0.683736658626569 0.480279197068544 2 1.39990329742432
1 LCE2B 0.347729803070058 0.480315049276988 2 1.43623447418213
4 NPY1R 0.480409274864139 0.480409274864139 1 1.37058997154236
4 GNRHR 0.336266817723104 0.48041194586023 3 1.88480424880981
13 POU4F1 0.492084595759997 0.480416017673419 2 2.16491413116455
8 CYHR1 0.344121418596594 0.480473029729518 2 1.86544322967529
22 A4GALT 0.343852400202991 0.480516623753703 3 1.91422891616821
11 RTN3 0.335602868418772 0.480562312120274 3 1.9182276725769
4 CCNG2 0.705213371183802 0.480613011917758 2 1.88776636123657
2 ITGB6 0.848870109028094 0.480642084296217 8 1.34673142433167
11 TAGLN 0.706074886787523 0.480681658419488 2 1.94555187225342
13 TSC22D1 0.329205259023251 0.480777487603713 3 1.86330628395081
1 TGFBR3 0.333277974500158 0.481111684976017 6 1.89195966720581
8 CDH17 0.321640826370992 0.481131899590909 7 1.99183058738708
1 C1orf204 0.426529755612603 0.481174529470277 3 1.27661156654358
2 SPOPL 0.330487618054904 0.481179401652278 3 1.90171980857849
7 HIP1 0.344187630633063 0.481215297347472 4 1.37698268890381
2 FAM98A 0.725677585599715 0.481450433989098 2 1.79876756668091
11 KCNQ1 0.361673301927951 0.481502805704412 5 2.03835797309875
19 PALM 0.325746283174499 0.481589681128142 4 2.00337719917297
11 HYOU1 0.428384048775571 0.481714372754314 6 1.25181198120117
19 MAP1S 0.319072641964491 0.481789176363916 10 2.0160653591156
11 OR5B2 0.328457843490791 0.481794365180666 3 1.92318868637085
2 ATOH8 0.671178615072523 0.481828264394297 3 1.19936227798462
9 C9orf142 0.361092134022988 0.481980563246269 2 1.55780410766602
10 CDHR1 0.334345819892458 0.481987595259003 4 1.94782543182373
3 VILL 0.322724349728812 0.482039677309358 8 1.93878889083862
9 C9orf50 0.458176575757244 0.482064047269153 7 1.69580173492432
19 ZNF791 0.686253768610143 0.482085116966979 2 1.95551180839539
20 SRXN1 0.700059675166343 0.482220272532226 2 1.87987685203552
2 NT5DC4 0.334635891585205 0.482388866762485 3 2.23661804199219
12 SCAF11 0.318443638754171 0.482430069755623 8 2.1143319606781
21 CLDN8 0.324671626905557 0.482630912790418 4 1.93454241752625
17 SLC25A35 0.643932245927101 0.482736916324729 2 1.9354932308197
19 ZNF559 0.332792155805387 0.482782965784185 3 1.27909278869629
17 GPS1 0.705225164038175 0.4828986394821 2 1.97419953346252
16 PRSS33 0.348569489390221 0.483008065027589 2 1.88491725921631
17 USP22 0.356628006547484 0.483008574400056 2 1.14050102233887
1 NAV1 0.374721273267849 0.483362128484638 8 1.88809776306152
5 SPINK5 0.325152620326141 0.48348429515576 7 1.80940103530884
19 CASP14 0.502396022943241 0.48353265760384 3 1.95230150222778
12 C12orf10 0.707096504563215 0.483600464725227 2 1.94805860519409
10 RTKN2 0.339902133144766 0.483624877116928 8 1.96999740600586
12 AVIL 0.879063591536662 0.483650885121295 7 1.30039286613464
22 ACO2 0.331022469620239 0.483679833675788 4 1.9013786315918
8 PUF60 0.357262884256742 0.483752257320962 2 1.86391401290894
20 NAPB 0.483922115944638 0.483922115944638 1 1.12396121025085
10 DCLRE1A 0.455163015515677 0.483924961534518 3 1.87397146224976
16 HYDIN 0.412481652931632 0.484005997976336 4 1.75697565078735
4 CTBP1 0.484016565878031 0.484016565878031 1 1.33441209793091
5 F2R 0.708970027330419 0.484030194347676 2 2.27202343940735
11 RIN1 0.322575227697312 0.4841282644331 7 1.27312755584717
8 LPL 0.34662842673913 0.484194920684912 2 1.80560684204102
20 EDN3 0.382644082647786 0.48463314336218 3 1.43822836875916
20 BCAS1 0.318560441530432 0.484651354830319 7 1.95174646377563
6 MDC1 0.331932340949009 0.484679890813193 18 2.06837463378906
3 PRKCD 0.34823694026932 0.484682525653165 2 1.95314335823059
22 MIEF1 0.326969488323414 0.484720506753145 6 1.25545215606689
11 ARAP1 0.627374537627289 0.484722349921793 10 1.32479071617126
1 RIMKLA 0.367655525466747 0.484796686578 2 1.95107078552246
12 PUS7L 0.938983517274428 0.484957737989713 6 2.04530429840088
19 DDX49 0.333581157203759 0.485142558954632 6 1.28300833702087
2 CNPPD1 0.48515177897991 0.48515177897991 1 1.12873005867004
