gene chr NA skat
SLC12A6 15 NA 0.768180562982829
ZDHHC11B 5 NA 0.507468364423492
C6orf222 6 NA 0.518899049545227
TMEM173 5 NA 0.615826287332037
ENPP3 6 NA 0.462679794605383
GALR3 22 NA 0.352210762065891
BRCA2 13 NA 0.328612756164169
PRDM1 6 NA 0.704001492538247
UTP15 5 NA 0.36235870109969
TLR5 1 NA 0.483430776868722
FRA10AC1 10 NA 0.359819656406138
ARID4B 1 NA 0.380921577097335
THADA 2 NA 0.380265048178091
PCF11 11 NA 0.697169338104635
ATRAID 2 NA 0.509633461989632
RPL7L1 6 NA 0.539301403894943
NDNF 4 NA 0.611376576563145
KLHL42 12 NA 0.365661874156064
ZSWIM7 17 NA 0.825636576334771
RNF112 17 NA 0.523065409939171
APLNR 11 NA 0.722709717577842
DDX24 14 NA 0.338089972821706
GPR132 14 NA 0.758898263654254
FOXQ1 6 NA 0.359640836729724
ZNF843 16 NA 0.532062066845933
LRRC59 17 NA 0.377985037325571
KIAA0100 17 NA 0.340375163164953
AGTPBP1 9 NA 0.344455455388179
FAM98B 15 NA 0.77420101516857
INTU 4 NA 0.718078095380134
IGLV9-49 22 NA 0.361419392330802
CLIP2 7 NA 0.36389959744259
C1orf101 1 NA 0.337167694803963
CUL9 6 NA 0.335556210072134
LIPE 19 NA 0.340173746320175
IVL 1 NA 0.355654551374844
ABCA1 9 NA 0.336478898959845
TSC22D4 7 NA 0.347331381087586
TOX2 20 NA 0.390088455542778
PIGU 20 NA 0.511421664208759
PCSK1 5 NA 0.379190766628058
WIPF2 17 NA 0.574277988979456
FLOT1 6 NA 0.511788581543108
PON2 7 NA 0.392978627045322
ZCCHC8 12 NA 0.369572644256917
ELP3 8 NA 0.355009845194154
ADCY1 7 NA 0.901405237535162
LCT 2 NA 0.449618174012972
BTNL2 6 NA 0.350889380186033
FKRP 19 NA 0.702196523831905
RHBDL3 17 NA 0.364537130339807
ROBO4 11 NA 0.354397320469598
ARAP2 4 NA 0.329555294257487
CD163 12 NA 0.437594206796464
RBPMS 8 NA 0.353788545047671
CRTC2 1 NA 0.356531605893634
CLEC6A 12 NA 0.380579010162944
PRF1 10 NA 0.356141798636703
ANKRD12 18 NA 0.346013602258871
UTS2R 17 NA 0.345248034399518
CDK10 16 NA 0.35842730395728
ARHGAP8 22 NA 0.730675889480035
TLX1NB 10 NA 0.513118493258098
SPIB 19 NA 0.378074764740153
RASGRP1 15 NA 0.334387648578217
FAM111B 11 NA 0.349214686309726
OCSTAMP 20 NA 0.40627387538734
MRPL28 16 NA 0.383736750260101
ARRB2 17 NA 0.811843263879289
MAP4K4 2 NA 0.36988570110208
LDHAL6B 15 NA 0.356178243473261
MED26 19 NA 0.376037356803904
RSPH1 21 NA 0.694208999627944
RTN4 2 NA 0.861952700319222
SLC39A11 17 NA 0.359827943837308
CCDC6 10 NA 0.445720780572553
TBC1D14 4 NA 0.361619026905461
SNAPC4 9 NA 0.341987602967689
COL8A1 3 NA 0.435477372615162
TMIGD1 17 NA 0.64609085006794
USP3 15 NA 0.368525004213665
PLEC 8 NA 0.326674337418858
TNRC18 7 NA 0.570851536702739
IGLJ2 22 NA 0.514654921776142
CKAP2L 2 NA 0.397908463990351
TRBV7-6 7 NA 0.694975483178098
RAB11FIP1 8 NA 0.874951806460733
ZNF628 19 NA 0.366114607694362
CLEC18B 16 NA 0.370244028204045
MMP25 16 NA 0.370211687240585
TSEN2 3 NA 0.358257799613068
CXADR 21 NA 0.754421750408391
HDAC7 12 NA 0.346795777089799
GPALPP1 13 NA 0.726269817751472
OR51S1 11 NA 0.515524797301636
HABP4 9 NA 0.763907973229176
NADK 1 NA 0.391436147840766
AIF1L 9 NA 0.388538325740285
MUC16 19 NA 0.328536656996053
SLC22A12 11 NA 0.842381147309131
SPINK4 9 NA 0.69163328016653
ZNF662 3 NA 0.377798985863169
CLIC3 9 NA 0.368365344441244
MYCBPAP 17 NA 0.80510875337905
OR10G2 14 NA 0.815900788782357
DPP9 19 NA 0.350053355593811
RFT1 3 NA 0.368512787467637
PRR5-ARHGAP8 22 NA 0.75475781542377
ODF4 17 NA 0.734850017589117
VOPP1 7 NA 0.517619363191971
PIKFYVE 2 NA 0.343478552582088
LIMK2 22 NA 0.388386811007382
YES1 18 NA 0.353995491491215
PLXNB1 3 NA 0.339309288800836
GFM1 3 NA 0.354296391683306
CEACAM5 19 NA 0.347014123370886
ANKRD34B 5 NA 0.368204713616676
ZBTB20 3 NA 0.517751716286148
ARL16 17 NA 0.517767364549727
ADPRM 17 NA 0.784521200541725
TRIT1 1 NA 0.765817341979563
CRNN 1 NA 0.360936290838194
SLFN13 17 NA 0.657110129740439
NPC1 18 NA 0.388853667828469
SLC36A3 5 NA 1
CLDN16 3 NA 0.367165867866768
MYOG 1 NA 0.361527087737402
MKX 10 NA 0.743247612160991
OR52E4 11 NA 0.518656807300735
DNAJC15 13 NA 0.518656807300735
BMP4 14 NA 0.518656807300735
SLC35F3 1 NA 0.518656807300735
DNAJB8 3 NA 0.518656807300735
SACM1L 3 NA 0.518656807300735
CA8 8 NA 0.518656807300735
PTGDS 9 NA 0.518656807300735
SNCG 10 NA 0.36179908136009
IFT46 11 NA 0.946602057479016
HIST1H1A 6 NA 0.370404897912098
RMDN1 8 NA 0.784594701785744
DPY19L4 8 NA 0.984177252314251
SCRN2 17 NA 0.360494621500715
PAWR 12 NA 0.388149112484227
FFAR3 19 NA 0.359363752267713
GDAP2 1 NA 0.362002068445737
LURAP1L 9 NA 0.390028513219696
ENTPD7 10 NA 0.810378470390672
GPSM2 1 NA 0.784968482169124
SPICE1 3 NA 1
KIF20B 10 NA 0.356248404377437
STRADA 17 NA 0.363216263803898
THUMPD2 2 NA 0.764852488073461
SNX32 11 NA 0.519985217573355
KANSL1L 2 NA 0.352769524124554
SSTR4 20 NA 0.756675104290793
TMEM243 7 NA 0.520229751017623
ACTR1A 10 NA 0.520241463915173
GRK5 10 NA 0.520506834088511
ZBTB9 6 NA 0.363299233848165
ZNF214 11 NA 0.361490574656122
TAPT1 4 NA 0.361455744093427
ZNF285 19 NA 0.351836942044763
U2SURP 3 NA 0.390338303998239
TMEM63A 1 NA 0.52089680723974
KLK11 19 NA 0.520987058948685
IGSF23 19 NA 0.521014338540045
BEST2 19 NA 0.357432751619203
DHX40 17 NA 0.806753888269674
NSUN5 7 NA 0.368921044769873
RAB11FIP5 2 NA 0.366646012248826
SLC2A3 12 NA 0.778993874485386
EIF4E1B 5 NA 0.813789600840103
SLC6A4 17 NA 0.456485394354522
GLIS2 16 NA 0.372105105589246
LRP5 11 NA 0.354129208075035
ACPP 3 NA 0.792259753575405
SLC5A8 12 NA 0.774971625294023
GRIP1 12 NA 0.35224491279824
PTPRN 2 NA 0.405046627399851
TMPRSS2 21 NA 1
IRF2BP1 19 NA 0.748903421120843
C2orf82 2 NA 0.378300228883819
SIGLEC12 19 NA 0.367279379133851
DZIP1 13 NA 0.491053499035152
SMPDL3A 6 NA 0.793366585428976
SYT6 1 NA 0.799737320373005
PELI3 11 NA 0.38690771879289
LRRFIP1 2 NA 0.875354588273902
SLITRK3 3 NA 0.596547112843072
BCAT2 19 NA 0.562159235336015
VIM 10 NA 0.825993937659024
GMPR2 14 NA 0.375150844824203
RAD54B 8 NA 0.382796857176861
LRRK1 15 NA 0.341593496170108
CAST 5 NA 0.383613762368722
TMEM130 7 NA 0.487492754180844
IRAK2 3 NA 0.362464682756864
WNT5B 12 NA 0.369446874557713
QTRT1 19 NA 0.60081092944794
CLEC12B 12 NA 0.524579588343916
NEUROG2 4 NA 0.381193831952362
ZNF845 19 NA 0.358095238722789
TMEM178A 2 NA 0.388503530764249
ERN1 17 NA 0.36992756052609
WDR72 15 NA 0.99715012949089
GTF2H2 5 NA 0.757059525835639
SLC46A2 9 NA 1
ANKRD11 16 NA 0.856398788112169
PAF1 19 NA 0.373545198512681
MBD4 3 NA 0.959482506363065
SAMD13 1 NA 0.361766484675015
CLDN5 22 NA 0.470994015346158
MS4A10 11 NA 0.364327223728118
LRRC37B 17 NA 0.372696444876648
MYBPHL 1 NA 0.364324542727984
ZSCAN4 19 NA 0.367095145726601
STIM1 11 NA 0.784331483758576
UGT3A2 5 NA 0.363006421563309
PACSIN1 6 NA 0.383346003168364
PLK4 4 NA 0.360556193974746
FADS6 17 NA 0.772244327444727
FAM163A 1 NA 0.645834678790786
ZNF682 19 NA 0.704400310393817
RAX 18 NA 0.789147808458165
DDX47 12 NA 0.370251461241684
SLC39A4 8 NA 0.652292724491909
MFN2 1 NA 0.770712201805044
DHRS4 14 NA 0.774721745185438
UCMA 10 NA 0.820970914398478
CSRNP2 12 NA 0.778424929387156
MRPS34 16 NA 0.387943751410119
TP53I13 17 NA 0.355531112845364
TBCCD1 3 NA 0.819745486261637
ENKD1 16 NA 0.366445051442118
CES3 16 NA 1
CHST15 10 NA 0.827287278703399
GBA 1 NA 1
KIAA0430 16 NA 0.355133118514617
OR52N2 11 NA 0.371642476061849
ANGPTL6 19 NA 0.369373983870192
CDRT4 17 NA 0.83693785847162
C16orf90 16 NA 0.363980975991135
OR6C4 12 NA 0.802969893032044
LINGO4 1 NA 0.355761333355063
TREX1 3 NA 0.437365317120789
DNAJC6 1 NA 0.78457423952629
RNF44 5 NA 0.424534765758429
WDR64 1 NA 0.351083285513934
REST 4 NA 0.720019528246722
FAM19A4 3 NA 0.826905046976586
PBX1 1 NA 0.528544685368027
MDM4 1 NA 0.36278719566199
AAAS 12 NA 0.378551982167992
GRSF1 4 NA 0.804833706200436
CD19 16 NA 0.367661116040748
TCTE3 6 NA 0.830380913007887
SLC25A13 7 NA 0.376606974013409
UBE2V2 8 NA 0.376565207382472
ZNF385C 17 NA 0.919399723839017
RARS 5 NA 0.932660524511905
DHX57 2 NA 0.365511159972315
BAZ1A 14 NA 0.748707845173727
ESD 13 NA 0.398055704298646
TRIM66 11 NA 0.349836579983934
TCN2 22 NA 0.798200317368096
LGALS9C 17 NA 0.529624216151373
HECW2 2 NA 0.887832685418238
PPP1R9A 7 NA 0.368281332955868
DTX3 12 NA 0.809501006656128
RHOQ 2 NA 0.401337776371774
PROS1 3 NA 0.828097788064802
ZNF24 18 NA 0.827142416031902
ACOX3 4 NA 0.395733849740805
ARHGAP17 16 NA 0.440446790771096
LACRT 12 NA 0.832904390630873
OR1E1 17 NA 0.406061918409568
SH2B1 16 NA 1
TPX2 20 NA 0.488424832974934
FRMD3 9 NA 0.383034690289526
CYP17A1 10 NA 0.781775133864519
SLC16A7 12 NA 0.76641849234247
TAS2R38 7 NA 0.530952733738836
GPT2 16 NA 0.562246828950897
MRGPRX3 11 NA 0.792048911075106
TTC36 11 NA 0.531208187463824
MRVI1 11 NA 1
NUBP2 16 NA 0.383011394056871
HEXA 15 NA 0.834602312909112
KNG1 3 NA 0.371480664112836
PKD2 4 NA 0.771863599185307
NEU2 2 NA 0.391725550977391
KIRREL2 19 NA 0.397359060784419
SKIL 3 NA 0.768641116100246
ACACB 12 NA 0.34402311560258
MC4R 18 NA 0.751722119133545
ASNS 7 NA 0.844961451463216
POP1 8 NA 0.361425246490154
PLEKHF1 19 NA 0.397333425422548
ZNF181 19 NA 0.790345063230341
PNPLA7 9 NA 0.360872101951792
VPS18 15 NA 0.357160392189678
IFIT5 10 NA 1
TARM1 19 NA 0.365078487411412
SETDB2 13 NA 0.569521427672261
MKL2 16 NA 0.918834848760987
RAD9A 11 NA 0.838709100198269
ZNF614 19 NA 0.601011895494825
FAM72A 1 NA 0.390523391363755
TP53AIP1 11 NA 0.500069868089982
GDF9 5 NA 0.362490073774804
NMS 2 NA 0.533061657039158
ADAT3 19 NA 0.627222161441175
PAPD7 5 NA 0.518661923760186
KLHL33 14 NA 0.616779739306815
FBP2 9 NA 0.507887755888607
ZNF264 19 NA 0.755150591740757
MACF1 1 NA 0.33972381842173
KIF14 1 NA 0.686460905011055
CBR1 21 NA 0.593314805602782
TMEM132E 17 NA 0.368207722103041
MZB1 5 NA 0.843502529241477
NEURL1 10 NA 0.775275931986599
SAMM50 22 NA 0.831500637644554
MFGE8 15 NA 0.350123927422227
AQP7 9 NA 0.392516122521316
MAP3K3 17 NA 0.372694833309673
PDIA6 2 NA 0.847155438512629
SYT9 11 NA 0.39957262989951
LYAR 4 NA 0.674857282361288
TXNDC12 1 NA 0.7916941057624
MAP3K8 10 NA 0.829180226714551
AUNIP 1 NA 0.372297085661785
ARHGDIG 16 NA 0.831690522645739
SUPT20H 13 NA 0.763426522902289
HPR 16 NA 0.674612292250962
GGT5 22 NA 0.492993405499028
DCSTAMP 8 NA 0.642667342327872
KLHL22 22 NA 0.81940593255627
GPX7 1 NA 0.820622449775741
SHMT2 12 NA 0.698500022980259
ADRA1D 20 NA 0.442652953216913
ZNRF2 7 NA 0.80393019349164
DGKZ 11 NA 0.849071959122149
PARP8 5 NA 0.792542946851806
PIAS4 19 NA 0.374994700813849
PGA4 11 NA 0.417527726478107
OCIAD2 4 NA 0.717342745913095
HMCN2 9 NA 0.804323444111244
GLYATL3 6 NA 0.807640706754608
AGXT 2 NA 0.383668475527163
CMYA5 5 NA 0.361731290016348
PLEKHN1 1 NA 0.539562176184012
ALB 4 NA 0.81370531702962
GRIK1 21 NA 0.377132017701697
C19orf38 19 NA 0.63692272422162
RCOR3 1 NA 0.781589061133735
HELZ2 20 NA 0.562893863814085
TTC19 17 NA 0.38507890058856
GBF1 10 NA 0.925785997099906
FCN3 1 NA 0.817328739874911
PAIP1 5 NA 0.382203153004202
C10orf90 10 NA 0.370842769488244
NEIL1 15 NA 0.368157600321606
CDR2 16 NA 0.767904035159563
KLHL1 13 NA 0.368366369892195
SGSM1 22 NA 0.365324510447965
DNAJA3 16 NA 0.763576346373485
PABPC3 13 NA 0.54789471631181
DUSP8 11 NA 0.829058782208191
USP43 17 NA 0.381005852793531
HSP90AA1 14 NA 0.3838462455077
SYNPR 3 NA 0.371589857389659
ATP2A2 12 NA 0.537195429589362
CYP4X1 1 NA 0.484312895839274
HOXA7 7 NA 0.667387375934667
OSBPL5 11 NA 1
NOS1 12 NA 0.94818378638551
BAIAP2L2 22 NA 0.842838028125593
ADH4 4 NA 0.373805988802091
TRIM16 17 NA 0.448523015672182
CHEK2 22 NA 0.384360588646083
CEP250 20 NA 0.352595175592632
ANXA11 10 NA 0.853772971448815
NOC4L 12 NA 0.357976360019806
MRGPRG 11 NA 1
KRTAP10-8 21 NA 0.399787892735946
CA13 8 NA 0.827457189938228
TM7SF2 11 NA 0.375441392622563
ZDHHC1 16 NA 0.395119431970952
CPXM2 10 NA 0.763830227332616
YIPF7 4 NA 0.77715283998503
PDZRN4 12 NA 0.371880345297942
C5orf51 5 NA 0.559044148067382
UBA5 3 NA 0.827259029523782
IFIT2 10 NA 0.56217959537583
RUNX3 1 NA 0.812937122435248
AP3M1 10 NA 0.839005203369423
C1orf229 1 NA 0.539356888504643
ATL2 2 NA 0.378384673984379
RAPGEF3 12 NA 0.371050653487709
MYO9A 15 NA 0.600638495313128
ANKRD63 15 NA 0.786920986227294
DOPEY1 6 NA 0.359478221879673
LYZL2 10 NA 0.676987587979451
TSKU 11 NA 0.77723656611182
IP6K3 6 NA 0.37264417733991
CCL27 9 NA 0.762735706042984
LHFP 13 NA 0.766515029651772
EPN3 17 NA 0.358567270696592
PSD4 2 NA 0.473539821442835
C6orf58 6 NA 0.540077663883961
NUDT12 5 NA 0.377679725747654
CDC14A 1 NA 0.380946110337085
HTR3B 11 NA 0.436494161578128
C4A 6 NA 0.540775361089769
ZCCHC24 10 NA 0.823060771123673
SPEM1 17 NA 0.386218061788364
NKX2-5 5 NA 0.386218061788364
LDLRAD1 1 NA 0.833930607345137
ZNF625-ZNF20 19 NA 0.82091256036277
KCNMB1 5 NA 0.819295576510905
SZT2 1 NA 0.358322730072652
REEP4 8 NA 0.938051693140132
SKA2 17 NA 0.541277274942785
FNIP1 5 NA 0.39578896849564
LIPK 10 NA 0.789819996004782
MT3 16 NA 0.384390345367892
RGS12 4 NA 0.583761503986704
FNDC3B 3 NA 0.876135314112564
CENPJ 13 NA 0.357024833858605
DDX60L 4 NA 0.511250061912039
LLGL1 17 NA 0.697455793091465
SGSH 17 NA 0.835597284712373
CHRNA10 11 NA 0.374153905704024
MMP26 11 NA 0.567380165542514
SLC22A15 1 NA 0.374695493002153
NNT 5 NA 0.375508609271513
SMARCC2 12 NA 0.386635937709232
NUCB2 11 NA 0.395119431970952
C1orf123 1 NA 0.804663324554743
NANOS2 19 NA 0.827658470438478
TRAV12-3 14 NA 0.552718145643298
ZNF101 19 NA 0.379868845168714
POLL 10 NA 0.517662287384877
C16orf45 16 NA 0.751734930127916
FIP1L1 4 NA 0.387093487547439
NIPAL2 8 NA 0.542677321921204
PNPLA8 7 NA 0.80499843051991
NSMF 9 NA 0.783995446332161
FBXL3 13 NA 0.770492884522653
SOAT1 1 NA 0.543057051744709
AGPAT2 9 NA 0.668003162474077
LRRTM2 5 NA 0.543182079977013
LNPEP 5 NA 0.76163624377065
PDSS2 6 NA 0.839325478880729
ALDH1A3 15 NA 0.81200407061391
UBAC2 13 NA 0.543409949182205
ACOT4 14 NA 0.543409949182205
ZNF358 19 NA 0.543409949182205
VAMP4 1 NA 0.543409949182205
TCFL5 20 NA 0.543409949182205
DAXX 6 NA 0.543409949182205
FAM8A1 6 NA 0.543409949182205
STK38 6 NA 0.543409949182205
NLRP4 19 NA 0.363595492786235
KRT38 17 NA 0.731909056440475
ZNHIT2 11 NA 0.773607051740705
KRTAP10-5 21 NA 0.597686329279194
IGHV5-51 14 NA 0.75632461483858
FBXO7 22 NA 0.382824495262902
FHDC1 4 NA 0.372458870623171
COG6 13 NA 0.784381951865987
LRBA 4 NA 0.364250310959952
KIR3DL2 19 NA 0.385025345731696
YIPF1 1 NA 0.833498183919605
CCDC62 12 NA 0.373323651525502
ZNF30 19 NA 1
RMND1 6 NA 0.834965606614911
PRKAR1A 17 NA 0.820290456000484
MKS1 17 NA 0.373840770118516
WNK2 9 NA 0.365142249949265
IDH3B 20 NA 0.830974312802141
TLE4 9 NA 1
TRIM36 5 NA 0.789819996004782
PRSS21 16 NA 0.372656100832956
RBCK1 20 NA 0.389291303491798
NOSTRIN 2 NA 0.376238399265179
TEFM 17 NA 0.544793199242424
C3orf22 3 NA 0.763910477088145
OR1B1 9 NA 0.810132480465315
ADRA2A 10 NA 0.376369808424637
TNFAIP6 2 NA 0.81268191020051
TMEM132C 12 NA 0.410064818860253
INVS 9 NA 0.95472005915114
UNC13A 19 NA 0.97791620733487
ZNF281 1 NA 1
ABAT 16 NA 0.836446428170519
CTBP2 10 NA 0.37203848049039
SEMA4C 2 NA 0.517650372727611
LRRC3C 17 NA 0.364887692837884
MRPL30 2 NA 0.545632971864065
ZNF622 5 NA 0.545642905621667
KRT78 12 NA 0.380837511028006
POLD1 19 NA 0.409542110622708
JPH3 16 NA 0.400481270652963
KSR1 17 NA 0.38546316691109
CDHR2 5 NA 0.729768547032115
CRNKL1 20 NA 0.792863068646444
SDHD 11 NA 0.68272028552418
USP44 12 NA 0.370972136036492
ADSL 22 NA 0.781687142605563
PRPF40B 12 NA 0.76596312354612
TONSL 8 NA 0.366211429713113
OR52R1 11 NA 0.812886371311848
C1orf116 1 NA 0.768972629744051
FAM81A 15 NA 0.546377691213405
ANTXR2 4 NA 0.390726703140879
LRP2 2 NA 0.352802849837414
MC3R 20 NA 0.387265760992616
FAM171B 2 NA 0.394626582807383
NUP62 19 NA 0.790233254208091
TECR 19 NA 0.412275352503179
TMEM120B 12 NA 0.390645877631911
IMMP2L 7 NA 0.38846276786472
TBCE 1 NA 0.37675200410008
PTPRR 12 NA 0.895857356167504
SCCPDH 1 NA 0.3890977782565
SCYL1 11 NA 0.787723356972699
STX17 9 NA 0.784627988223745
GPR158 10 NA 0.362862899617735
OXCT1 5 NA 0.832387682830778
CCL5 17 NA 0.768921127498251
FBXL4 6 NA 0.78415774929936
PTPRG 3 NA 0.791290443688043
CREBBP 16 NA 0.36664953176534
MYOZ2 4 NA 0.804663324554743
TRBV5-4 7 NA 0.801471767551275
SLC25A30 13 NA 0.823718139545828
KCNN1 19 NA 0.766849282189758
TFF3 21 NA 0.416343932115816
ZFYVE27 10 NA 0.796998265596281
KLHDC1 14 NA 0.811351182399542
LARP1B 4 NA 0.805060058696641
MYL4 17 NA 0.386122521421968
CACNA1S 1 NA 0.860548549393752
BRINP3 1 NA 0.809350340732403
ZWINT 10 NA 0.547820278035468
PPP1R17 7 NA 0.627435205153743
SPEF1 20 NA 0.412894116810848
SP1 12 NA 0.796874372960842
COL5A3 19 NA 0.365970737692019
RASSF9 12 NA 0.779332390036092
TNR 1 NA 0.377232556845566
OR4A47 11 NA 0.796753637698584
TOM1L1 17 NA 0.391632071006129
PPARGC1B 5 NA 0.360533180368806
C10orf10 10 NA 0.388821282378054
CABLES1 18 NA 0.821888314688749
FOXB2 9 NA 0.75645051471554
RELB 19 NA 0.39559619518625
MPHOSPH10 2 NA 0.388576907190401
TCL1A 14 NA 0.817273650316714
ITFG2 12 NA 0.390522880229911
PIH1D1 19 NA 0.413302231440872
ZBTB11 3 NA 0.548260607039498
E2F8 11 NA 0.378906021333769
GTF3C3 2 NA 0.811321183310889
CHST1 11 NA 0.772508635172066
CCDC144A 17 NA 0.38417642726876
RUFY1 5 NA 0.466540871678811
TEX10 9 NA 0.794559817791401
SOX4 6 NA 0.525483231800596
CATSPERD 19 NA 0.382346118084131
SLAIN1 13 NA 0.770875082187999
TRANK1 3 NA 0.9076485968915
TECPR1 7 NA 0.37445900220967
LZTS2 10 NA 0.575719490368862
ZSCAN21 7 NA 0.390214881203998
KDELC1 13 NA 0.521771129132082
CORO7-PAM16 16 NA 0.397564887491861
NDUFS2 1 NA 0.776039370081133
AKR1B15 7 NA 0.387130283451546
VPS33B 15 NA 0.800815771057509
ALG14 1 NA 0.37607653351144
KLC1 14 NA 0.383241446337593
ZNF226 19 NA 0.551800065915406
MARCH2 19 NA 0.38085843504952
CYP4F22 19 NA 0.569904076346116
CD4 12 NA 0.75603448886806
FAM103A1 15 NA 0.834140776150587
GTF2IRD2 7 NA 0.624669419645565
CLDN1 3 NA 0.790437819321285
CCL15-CCL14 17 NA 0.396908665120408
PCDHGA9 5 NA 0.916674183680001
BEAN1 16 NA 0.505283360502322
LGALS1 22 NA 0.390675330027987
ZNF433 19 NA 0.457103005765512
PDE9A 21 NA 0.599783037821826
PPP1R37 19 NA 0.819412383867371
CLEC4A 12 NA 0.786365403732679
C1orf198 1 NA 0.81300503045505
MISP 19 NA 0.443518661057253
LRRC8A 9 NA 0.406195135526183
DPYSL5 2 NA 0.785693811473831
OR7C1 19 NA 0.69449576642498
MALL 2 NA 0.807654253332784
SPEF2 5 NA 0.364059223009856
MED8 1 NA 0.825877336591448
LENG1 19 NA 0.388811066557867
SAMD14 17 NA 0.818231189000935
ZNF318 6 NA 0.85062896725388
KBTBD13 15 NA 0.797141366742777
ANKRD6 6 NA 0.573552511807506
APOPT1 14 NA 0.80866089157546
MOGS 2 NA 0.722740295810934
KRT82 12 NA 0.458270956444467
DTHD1 4 NA 0.791851114455667
RPL26L1 5 NA 0.797416967350403
HMGA1 6 NA 0.499454244720049
SPATA6 1 NA 0.392178644709092
CLCA4 1 NA 0.425716190778888
ANXA2 15 NA 0.552989916816764
CHRNA7 15 NA 0.552989916816764
KRTAP9-2 17 NA 0.552989916816764
FOSB 19 NA 0.552989916816764
CTNNBIP1 1 NA 0.552989916816764
EIF2B3 1 NA 0.552989916816764
MIER1 1 NA 0.552989916816764
NRSN2 20 NA 0.552989916816764
CERKL 2 NA 0.552989916816764
HOXD13 2 NA 0.552989916816764
EIF5A2 3 NA 0.552989916816764
SECTM1 17 NA 0.408489044743097
WBP2NL 22 NA 0.411813268993423
PSG2 19 NA 0.384646403184124
TIMD4 5 NA 1
IRX4 5 NA 0.787137465692391
TSSK2 22 NA 0.402802110713671
TAF6L 11 NA 0.675664099645631
RAD51D 17 NA 0.700715598232898
TMEM171 5 NA 0.38980906768357
GIPR 19 NA 0.753258747766872
SGPP2 2 NA 0.640876234867025
OR10K1 1 NA 0.765370164778019
MGST2 4 NA 0.815095862690967
SFT2D1 6 NA 0.823718139545828
OR51B5 11 NA 0.542993133338298
RBM44 2 NA 0.376694809866295
BDKRB2 14 NA 0.811029650161862
TXNDC15 5 NA 0.682339353950331
KLRK1 12 NA 0.383609258026201
MBTPS1 16 NA 0.437034335419179
ZDHHC14 6 NA 0.743730039055679
TTC14 3 NA 0.81300503045505
ACAA2 18 NA 0.779857038284919
DRG2 17 NA 0.404472641167171
CPD 17 NA 0.799858075529101
SLC22A17 14 NA 0.426656769436065
OSR2 8 NA 0.390832795016437
RASL10B 17 NA 0.554460715552554
EMP3 19 NA 0.392402714107867
FAM83H 8 NA 0.372214083760068
WBP1 2 NA 0.401389900288367
HS6ST3 13 NA 0.385201013552665
CENPO 2 NA 0.383914049389004
OR4M1 14 NA 0.750411976355745
UCK1 9 NA 0.554848244811957
GLOD4 17 NA 0.388450058797811
PITPNM1 11 NA 0.378422408194691
CAAP1 9 NA 0.390741133408165
PEX7 6 NA 0.815095862690967
NFKB2 10 NA 0.756234344437561
LRRC15 3 NA 0.383547333558996
SNIP1 1 NA 0.413762191872536
RAD51AP2 2 NA 0.378199265818853
NTHL1 16 NA 0.405846268539175
GGA2 16 NA 1
HSDL2 9 NA 0.793852515874052
TRAT1 3 NA 0.58502060240283
ERVV-2 19 NA 0.81948425834227
NRIP1 21 NA 0.790845247674977
SYNJ2 6 NA 0.372778711350019
TCF7L1 2 NA 0.667462617441605
IGSF5 21 NA 0.382690205440639
KDM6B 17 NA 0.454168037276382
CHD2 15 NA 0.843573202524498
CLDN6 16 NA 0.536909216857073
PPFIBP2 11 NA 0.382713142611365
PTPRT 20 NA 0.37992192778082
MSRB1 16 NA 0.626191018835793
HSD17B7 1 NA 0.679217179092193
MTUS1 8 NA 0.879586243486309
CDHR3 7 NA 0.395703260011709
FBXO17 19 NA 0.389913717552925
REM2 14 NA 0.41472868497263
FGFR1 8 NA 0.389094474193694
PLCL1 2 NA 0.800430294584635
CCR10 17 NA 0.556697693291356
SLCO4C1 5 NA 0.388790666324757
NES 1 NA 0.377067349719562
MCM3 6 NA 0.692522476849585
TSTA3 8 NA 0.791116494744893
GPR63 6 NA 0.800430294584626
CORO6 17 NA 0.808613734324626
TRAV2 14 NA 0.791351531207406
E2F6 2 NA 0.767643986190247
TRAC 14 NA 0.868748551349876
AUTS2 7 NA 0.365252759499865
KLK2 19 NA 0.644496434114141
MIA 19 NA 0.797087880989561
SEC23B 20 NA 0.807245128162274
PARM1 4 NA 0.411168232442358
SLA2 20 NA 0.411802441390466
SPRED3 19 NA 0.797339319008565
SLC35B1 17 NA 0.396198055565945
PGR 11 NA 0.404141992443615
SLC35E2 1 NA 0.401762252176577
TBX3 12 NA 0.411037163908033
OR2T10 1 NA 0.779868347031877
ALDOA 16 NA 0.783407447728001
SNX16 8 NA 0.802234467368243
RBAK 7 NA 0.42307444495006
TMEM222 1 NA 0.513877662930091
SFI1 22 NA 0.374544558681861
CDPF1 22 NA 0.810785679502778
OR5K1 3 NA 0.918608553416391
GABRR1 6 NA 0.388651099503584
SLC39A2 14 NA 0.402624971508425
GTF3C4 9 NA 0.739589729506092
APOBEC3G 22 NA 0.784124326401877
RHNO1 12 NA 0.727703372112716
PLAT 8 NA 0.391892553873453
ANKRD22 10 NA 0.806036743654017
RAVER1 19 NA 0.384587103319487
NELFCD 20 NA 0.798901570738648
EIF2A 3 NA 0.495173091973943
ZCCHC14 16 NA 0.803406724687988
PRSS3 9 NA 0.571980733270081
HBZ 16 NA 0.388355921859739
CPM 12 NA 0.559557949681306
