gene chr NA skato
ANGEL2 1 NA 0.446363389271462
CASS4 20 NA 0.446429153140914
FHOD3 18 NA 0.446499173652458
POLD3 11 NA 0.446597909663376
HSPA4 5 NA 0.44663806819407
BTBD2 19 NA 0.44687779819992
TRIM64B 11 NA 0.44700931993037
GSTO2 10 NA 0.447131111589889
ADD1 4 NA 0.447394242475962
C6orf223 6 NA 0.447469326974933
MT1E 16 NA 0.447500900389976
INPPL1 11 NA 0.447569783488376
TDRD7 9 NA 0.447605414980775
MYH8 17 NA 0.447610294089132
GATAD2A 19 NA 0.447612421641968
ADAMTSL4 1 NA 0.447630982815331
C18orf63 18 NA 0.447754670390342
LSM14B 20 NA 0.447791867790351
TRBV6-7 7 NA 0.447799319928212
MTF2 1 NA 0.44800209244339
TTYH2 17 NA 0.448015823056192
OR2T6 1 NA 0.448083933658676
WDR63 1 NA 0.448168074047793
CCDC74B 2 NA 0.448260005550491
ZNF296 19 NA 0.448329270489507
RNF149 2 NA 0.448382711035932
GOLGA8S 15 NA 0.448387326816526
N4BP2 4 NA 0.448399847236098
MLXIPL 7 NA 0.448426166506995
CRY2 11 NA 0.448499746526132
PPID 4 NA 0.448546382374053
MAPKAPK2 1 NA 0.448550551892894
ERCC1 19 NA 0.448722063293014
SLC7A8 14 NA 0.448846700656952
PRMT2 21 NA 0.44894074955473
CD55 1 NA 0.449135718430703
CYP1A1 15 NA 0.449140766738431
FBXO32 8 NA 0.449147707237738
LOXL4 10 NA 0.449371192517885
LHX3 9 NA 0.44946647023819
PARP12 7 NA 0.449702825053272
NT5C3B 17 NA 0.449803496386658
WDR31 9 NA 0.449857463785797
GPR146 7 NA 0.450023355266481
RASGEF1C 5 NA 0.450065780300779
DUSP11 2 NA 0.450251524053999
SLC16A9 10 NA 0.450350643159356
TH 11 NA 0.450459162432139
CYTH3 7 NA 0.450468859398869
COG8 16 NA 0.450612471536818
TLN2 15 NA 0.450646864360181
DPYS 8 NA 0.450725181257556
NCOA4 10 NA 0.450774842070301
MYO5C 15 NA 0.450803259564854
HOXB2 17 NA 0.450840253549821
GLS 2 NA 0.45097847612479
PRDM6 5 NA 0.450989136730329
ZBTB24 6 NA 0.451082221846874
FBF1 17 NA 0.451093804831291
ZNF750 17 NA 0.451114928183945
CD2 1 NA 0.45111725142194
FRMPD1 9 NA 0.451125183261403
ATG10 5 NA 0.451143323891601
FCGR1B 1 NA 0.451294919803826
RPH3AL 17 NA 0.451352831302101
ATP11B 3 NA 0.45142831024245
SERPINA1 14 NA 0.451492757887755
ZNF229 19 NA 0.451567031454414
IFT122 3 NA 0.451716432962189
RAD51 15 NA 0.451791439497516
LDHC 11 NA 0.452076163949405
ZNF491 19 NA 0.452184169481388
MYO18B 22 NA 0.452248258929925
METTL16 17 NA 0.452365988223286
TSGA10 2 NA 0.452402728736705
ZNF414 19 NA 0.452695355794305
INA 10 NA 0.452769732589831
OR51F1 11 NA 0.452842666349026
PPP1R16B 20 NA 0.453103604112693
DGCR8 22 NA 0.453159513748052
MBL2 10 NA 0.453262387245897
PDE4C 19 NA 0.453471442577268
IREB2 15 NA 0.453472453959688
PCDH1 5 NA 0.453473602630542
BIN2 12 NA 0.453515339460034
BTBD11 12 NA 0.453587038493401
RASGRP3 2 NA 0.453646334057677
KIRREL 1 NA 0.453747598714407
ITIH3 3 NA 0.453761372762801
RTEL1 20 NA 0.453804933808669
HDHD3 9 NA 0.453922793354483
EGFLAM 5 NA 0.454005956652488
RASSF4 10 NA 0.454037431881957
DMRTB1 1 NA 0.454168925656409
BBS5 2 NA 0.454170718655199
E2F1 20 NA 0.454224359591474
OR10A3 11 NA 0.454304543340065
DIS3L2 2 NA 0.454321274355915
LBX2 2 NA 0.454372353112539
FILIP1L 3 NA 0.454389120956576
ZNF189 9 NA 0.454391430841181
DACH1 13 NA 0.454400833454959
UTP6 17 NA 0.454614564605585
ACSL1 4 NA 0.454755469240321
SRRM3 7 NA 0.454779017383659
SLC8A1 2 NA 0.454785763149235
RNF19B 1 NA 0.454879561174138
PAPOLB 7 NA 0.454958778476314
ANKS1A 6 NA 0.455028683794759
CD300LF 17 NA 0.455148323611881
GRIN2B 12 NA 0.455245630989142
CALML3 10 NA 0.455285519763945
GEM 8 NA 0.455292004019265
PRPF39 14 NA 0.455296514604497
SNAPC5 15 NA 0.455433354439347
CLEC10A 17 NA 0.455524705242815
ZNF529 19 NA 0.455556522663213
ZNF438 10 NA 0.455585691974798
RRP1B 21 NA 0.455707748424859
C9 5 NA 0.455711489148575
GDF11 12 NA 0.45574532680862
YTHDC2 5 NA 0.455836849578826
TMEM140 7 NA 0.455976628426443
EPS15L1 19 NA 0.456143353399076
BRICD5 16 NA 0.456172727801406
GTF3A 13 NA 0.456195391986728
AMIGO1 1 NA 0.456217611551385
C2orf47 2 NA 0.45625511753372
OOEP 6 NA 0.45628127112711
UNC13C 15 NA 0.456427083001351
MTMR7 8 NA 0.45649331366381
USP19 3 NA 0.456559982333559
ELAC2 17 NA 0.456577487728763
KIAA0196 8 NA 0.456645561300271
LILRA3 19 NA 0.456679349123949
TMEM175 4 NA 0.45680643061068
TINF2 14 NA 0.456842329508631
TRBV5-6 7 NA 0.45703512547623
ZNF799 19 NA 0.457222788215577
OR2H2 6 NA 0.457371309958662
MED12L 3 NA 0.457489344682852
KCNK15 20 NA 0.457522405537089
TSPAN18 11 NA 0.457697783033082
MROH2B 5 NA 0.457752368524134
SLC3A1 2 NA 0.457781008629385
BMP7 20 NA 0.457821446965473
UBE2D4 7 NA 0.45793851863943
KRTAP10-3 21 NA 0.458005650964805
METTL21B 12 NA 0.458036607766929
TTN 2 NA 0.458054053370286
SEMA5B 3 NA 0.458096680849419
TMEM107 17 NA 0.458263972252134
RUFY2 10 NA 0.458605539882085
TSGA13 7 NA 0.458614852144915
AXIN1 16 NA 0.458897747084995
SEPHS2 16 NA 0.458928665445851
ZFYVE16 5 NA 0.459039751909973
TMC7 16 NA 0.459149403120767
HNRNPA1L2 13 NA 0.459157969851463
WIPF3 7 NA 0.459386458520955
VPS9D1 16 NA 0.459547913960492
OPN3 1 NA 0.459630587260161
IRF2BPL 14 NA 0.459857753182104
PPP2R2B 5 NA 0.459879380954269
TTC34 1 NA 0.45989387938009
WDR75 2 NA 0.460082122582286
GRIN3A 9 NA 0.460083854990785
ZG16B 16 NA 0.46010206046729
KTN1 14 NA 0.46014766970506
ADH1B 4 NA 0.460266967140001
USPL1 13 NA 0.460274633475591
KCNJ11 11 NA 0.460493644721147
KIF22 16 NA 0.460497149381093
MICAL2 11 NA 0.460625008192675
TREM2 6 NA 0.460626400549028
GPR156 3 NA 0.460692234385739
NOS3 7 NA 0.46073313535604
CTSC 11 NA 0.460819183202849
FN1 2 NA 0.461189031417718
FAM231B 1 NA 0.461245803316222
PRSS50 3 NA 0.461265554499183
OR1L6 9 NA 0.461307158967525
ASUN 12 NA 0.461346846125007
SLC5A10 17 NA 0.461358209606151
SUSD2 22 NA 0.461462166754191
UTF1 10 NA 0.461523181378189
EGF 4 NA 0.461551461072221
BOK 2 NA 0.4618616890041
CGNL1 15 NA 0.461873213880462
C20orf194 20 NA 0.461976306993175
RAPH1 2 NA 0.462455700654822
CHML 1 NA 0.462972639981988
IL16 15 NA 0.462991139602151
CATSPER3 5 NA 0.463015577981153
C12orf43 12 NA 0.463139658386107
T 6 NA 0.463312118408813
SBF1 22 NA 0.463449828490269
C8A 1 NA 0.463657613848463
BRF1 14 NA 0.464114562734116
HRC 19 NA 0.464129296571497
COL4A1 13 NA 0.464197767682314
SERINC5 5 NA 0.464226538636654
PGAM5 12 NA 0.464232345798367
SLC22A1 6 NA 0.464258849353669
GTPBP1 22 NA 0.464277918557049
TPP1 11 NA 0.464473791772589
SDE2 1 NA 0.46450925881493
TTC23 15 NA 0.464528675442009
DMPK 19 NA 0.464860278364309
TNXB 6 NA 0.464965192065762
NRXN1 2 NA 0.465018727138659
SLC2A11 22 NA 0.465022920884614
THAP2 12 NA 0.465049273548359
RPS5 19 NA 0.465305352817631
SPTLC2 14 NA 0.465406318780688
C2orf50 2 NA 0.465518479109238
CREG2 2 NA 0.465527238491973
MTFR2 6 NA 0.465540872112272
UBE4B 1 NA 0.465676720626413
LONRF1 8 NA 0.465684326005974
NOB1 16 NA 0.465695794526382
RB1 13 NA 0.465724074794577
TRAPPC6A 19 NA 0.46585404174329
CPT1B 22 NA 0.465859824602596
FAM98C 19 NA 0.465963600984466
SCRN3 2 NA 0.466031353924833
SOS2 14 NA 0.466081684707421
SALL4 20 NA 0.466105504945682
INTS8 8 NA 0.466333478936644
AFTPH 2 NA 0.466345938644533
TOP3B 22 NA 0.466511586042616
FAM207A 21 NA 0.466563134045234
EPHX2 8 NA 0.46670644168176
UNC5C 4 NA 0.466947610074382
KCNH5 14 NA 0.467110551482622
USH1G 17 NA 0.467190600712846
GSDMC 8 NA 0.467322039065971
SVEP1 9 NA 0.467326192500781
RNF6 13 NA 0.46746230320508
ZMPSTE24 1 NA 0.467597209416808
FOS 14 NA 0.467671984492271
CYB561D1 1 NA 0.467843679733121
DOK7 4 NA 0.468022779471407
LRRC66 4 NA 0.468088277627452
MICAL3 22 NA 0.468142130610622
ACTL7B 9 NA 0.468193118940944
MAST4 5 NA 0.468266743578525
GCSH 16 NA 0.46895448033055
PDE8A 15 NA 0.469047868108747
GKAP1 9 NA 0.469082475281871
COL6A2 21 NA 0.469090122304284
ATAD3A 1 NA 0.469096691120722
PIF1 15 NA 0.46938581605828
OR52I2 11 NA 0.46955376271942
HPGDS 4 NA 0.469637832523291
MRPL13 8 NA 0.469757681430339
ZSCAN32 16 NA 0.469807273510864
OR4D2 17 NA 0.470108393158768
TMTC2 12 NA 0.470236268364669
SLC37A4 11 NA 0.470259559505705
C5orf45 5 NA 0.470394362853409
PERP 6 NA 0.470468041835326
UBQLN3 11 NA 0.470518693797929
MOGAT3 7 NA 0.470603090770477
SCN7A 2 NA 0.470629851733795
FAM217B 20 NA 0.47069598244842
FAM189B 1 NA 0.470842875464337
GPX1 3 NA 0.470884602520617
RAB44 6 NA 0.470886516080334
SYNPO2L 10 NA 0.470954577557833
AFF3 2 NA 0.471098995642023
DHPS 19 NA 0.471117827605991
OR51E1 11 NA 0.471276509259871
NAT8 2 NA 0.471447035559894
OR4L1 14 NA 0.471538481129508
SLC28A3 9 NA 0.471785208080233
NOP16 5 NA 0.471974140174389
FER1L6 8 NA 0.47199227590897
ZNF648 1 NA 0.472006551627401
B4GALT4 3 NA 0.472015267238554
RNF167 17 NA 0.472125611130501
DLG2 11 NA 0.472237350131477
LAMB1 7 NA 0.472349602004736
SOCS7 17 NA 0.472532063769539
WNT10B 12 NA 0.472547675573939
OXNAD1 3 NA 0.472687432776956
SLC25A46 5 NA 0.472715228769155
ATP2C2 16 NA 0.472740152860326
TUBA8 22 NA 0.472824609863608
IST1 16 NA 0.472898461732515
ASXL2 2 NA 0.472989863457691
DENND4B 1 NA 0.473175753271092
LRRC19 9 NA 0.473210583324009
WIZ 19 NA 0.47323486207654
FICD 12 NA 0.473403447208182
GOLGA6B 15 NA 0.473471464003231
ZFP69 1 NA 0.473516077289108
KLHL35 11 NA 0.473518705703434
HPX 11 NA 0.473631607616712
LMAN2 5 NA 0.473671691958997
NEU4 2 NA 0.473856232019883
CCDC148 2 NA 0.473920615588988
C16orf86 16 NA 0.473943874210052
HERC4 10 NA 0.473956920717673
PARP2 14 NA 0.474026193027804
PLEKHG4 16 NA 0.474048811193628
PTCH1 9 NA 0.474051366038253
NAPEPLD 7 NA 0.474316516420398
ANO1 11 NA 0.474438979228077
MBOAT2 2 NA 0.474717018131936
YLPM1 14 NA 0.474832074012835
DPY19L3 19 NA 0.474962885298911
CCIN 9 NA 0.475041592345703
NRROS 3 NA 0.475089499325153
MEPCE 7 NA 0.475106460628035
AKR7A2 1 NA 0.4751509038315
FMN2 1 NA 0.475251080133634
CDH26 20 NA 0.475257339199539
XKR7 20 NA 0.475441619520353
NTN3 16 NA 0.475544631144661
UCKL1 20 NA 0.475604212886829
MMRN2 10 NA 0.475632582656349
CAMK1G 1 NA 0.475644337423455
MCM8 20 NA 0.475702411611858
ZCCHC11 1 NA 0.475708382818948
ASB16 17 NA 0.475784222384596
KLRB1 12 NA 0.475891499854537
ULK1 12 NA 0.476120740708222
CAMSAP2 1 NA 0.476129638260748
SCML4 6 NA 0.476181749566964
LAX1 1 NA 0.476234956172017
M1AP 2 NA 0.476239257706283
TEX29 13 NA 0.476277030724597
EPB41L5 2 NA 0.476338214181922
RPL13A 19 NA 0.47644077054006
NFKBIZ 3 NA 0.476466845868426
PAXBP1 21 NA 0.476530471936773
TIRAP 11 NA 0.476682771340654
XYLT1 16 NA 0.476697059960562
LY6K 8 NA 0.477098584712262
NBN 8 NA 0.477178375968219
PLSCR2 3 NA 0.477192953829472
NDC80 18 NA 0.477195298508015
SRM 1 NA 0.477258143347191
RBL2 16 NA 0.477279827984127
ZNF568 19 NA 0.477548047700321
LCN1 9 NA 0.477808328318558
PTGS1 9 NA 0.477866267813352
ST8SIA1 12 NA 0.477934239497295
PARD6B 20 NA 0.478038929091596
TUBGCP4 15 NA 0.478085429369499
TSKS 19 NA 0.478236172506465
ILDR2 1 NA 0.478446541415864
PROSC 8 NA 0.478559488470321
RIC8A 11 NA 0.478573973095029
HCN3 1 NA 0.478608767602757
FGD5 3 NA 0.478612192284173
ITGB8 7 NA 0.478652116784604
KIAA1109 4 NA 0.478694010006575
TST 22 NA 0.478739002482822
RBM12B 8 NA 0.478743145908715
GH1 17 NA 0.478838698703048
ZNF585B 19 NA 0.478849017693644
TRIM51 11 NA 0.478894006430422
OR5M1 11 NA 0.478971684265751
MRPL52 14 NA 0.479052497814378
LRRC55 11 NA 0.479083153491304
LHX4 1 NA 0.479634937065068
GLT1D1 12 NA 0.479638036200567
ZNF408 11 NA 0.479676954912908
SEC31A 4 NA 0.479803956898188
IGHV1-46 14 NA 0.48020578842198
TAF8 6 NA 0.480261875163199
MORN4 10 NA 0.480269041487237
OLFML2A 9 NA 0.480270033296923
CLCF1 11 NA 0.480279197068544
LCE2B 1 NA 0.480315049276988
NPY1R 4 NA 0.480409274864139
GNRHR 4 NA 0.48041194586023
POU4F1 13 NA 0.480416017673419
CYHR1 8 NA 0.480473029729518
A4GALT 22 NA 0.480516623753703
RTN3 11 NA 0.480562312120274
CCNG2 4 NA 0.480613011917758
ITGB6 2 NA 0.480642084296217
TAGLN 11 NA 0.480681658419488
TSC22D1 13 NA 0.480777487603713
TGFBR3 1 NA 0.481111684976017
CDH17 8 NA 0.481131899590909
C1orf204 1 NA 0.481174529470277
SPOPL 2 NA 0.481179401652278
HIP1 7 NA 0.481215297347472
FAM98A 2 NA 0.481450433989098
KCNQ1 11 NA 0.481502805704412
PALM 19 NA 0.481589681128142
HYOU1 11 NA 0.481714372754314
MAP1S 19 NA 0.481789176363916
OR5B2 11 NA 0.481794365180666
ATOH8 2 NA 0.481828264394297
C9orf142 9 NA 0.481980563246269
CDHR1 10 NA 0.481987595259003
VILL 3 NA 0.482039677309358
C9orf50 9 NA 0.482064047269153
ZNF791 19 NA 0.482085116966979
SRXN1 20 NA 0.482220272532226
NT5DC4 2 NA 0.482388866762485
SCAF11 12 NA 0.482430069755623
CLDN8 21 NA 0.482630912790418
SLC25A35 17 NA 0.482736916324729
ZNF559 19 NA 0.482782965784185
GPS1 17 NA 0.4828986394821
PRSS33 16 NA 0.483008065027589
USP22 17 NA 0.483008574400056
NAV1 1 NA 0.483362128484638
SPINK5 5 NA 0.48348429515576
CASP14 19 NA 0.48353265760384
C12orf10 12 NA 0.483600464725227
RTKN2 10 NA 0.483624877116928
AVIL 12 NA 0.483650885121295
ACO2 22 NA 0.483679833675788
PUF60 8 NA 0.483752257320962
NAPB 20 NA 0.483922115944638
DCLRE1A 10 NA 0.483924961534518
HYDIN 16 NA 0.484005997976336
CTBP1 4 NA 0.484016565878031
F2R 5 NA 0.484030194347676
RIN1 11 NA 0.4841282644331
LPL 8 NA 0.484194920684912
EDN3 20 NA 0.48463314336218
BCAS1 20 NA 0.484651354830319
MDC1 6 NA 0.484679890813193
PRKCD 3 NA 0.484682525653165
MIEF1 22 NA 0.484720506753145
ARAP1 11 NA 0.484722349921793
RIMKLA 1 NA 0.484796686578
PUS7L 12 NA 0.484957737989713
DDX49 19 NA 0.485142558954632
CNPPD1 2 NA 0.48515177897991
C2CD4A 15 NA 0.485401226722973
SCARF2 22 NA 0.485524956603094
ANKRD55 5 NA 0.485554349471532
ITGA1 5 NA 0.485876682479172
OXA1L 14 NA 0.48591217130799
IRGM 5 NA 0.485994991189596
APBB1 11 NA 0.48606503669231
WDR88 19 NA 0.486087433920968
KLHL3 5 NA 0.486153516074251
FAM214B 9 NA 0.486198974892178
MSH3 5 NA 0.486254705650819
PFAS 17 NA 0.486378761681436
TAF1C 16 NA 0.486530695865047
CTNNAL1 9 NA 0.486565795476805
TTC21A 3 NA 0.486587314307966
HPS5 11 NA 0.48665321799021
RTEL1-TNFRSF6B 20 NA 0.486684543249841
NUP93 16 NA 0.486732560179512
FPR3 19 NA 0.486771001773117
GNLY 2 NA 0.486785466576988
RAD54L2 3 NA 0.486805707513674
ICAM3 19 NA 0.486811805670496
NLRP5 19 NA 0.486863980184465
AACS 12 NA 0.486962793886782
PTRF 17 NA 0.487048404251871
CDK4 12 NA 0.487076940796612
PDIA5 3 NA 0.487147223805276
USP4 3 NA 0.487180988479361
ANGPTL3 1 NA 0.487181875837042
AEBP1 7 NA 0.487259180848168
TEK 9 NA 0.487360770563621
TEAD3 6 NA 0.487387480333024
ERCC6 10 NA 0.487440597502759
CCDC78 16 NA 0.487521243720281
NLRX1 11 NA 0.487522337083605
SLC35A4 5 NA 0.487642309609127
PMPCA 9 NA 0.487648502511841
FNDC3A 13 NA 0.487658821965251
ADAMTS7 15 NA 0.487680279571276
HSPB9 17 NA 0.487765336577841
TTLL5 14 NA 0.487913665323814
SLC6A15 12 NA 0.487920184356587
B3GNT3 19 NA 0.48795053933303
EIF5B 2 NA 0.487984050018141
RGPD4 2 NA 0.488004437323342
NRSN1 6 NA 0.488039927410092
GABRA4 4 NA 0.488098033556167
SLCO1B3 12 NA 0.488156970239544
ALDH1L2 12 NA 0.488243714424119
OR52E2 11 NA 0.488383918869132
ATP13A1 19 NA 0.488546748732836
RBM33 7 NA 0.488560745357211
MAP3K19 2 NA 0.488576838200723
ZNF416 19 NA 0.488635809027734
SHISA6 17 NA 0.488715232826349
GRM2 3 NA 0.48873378555714
NUP98 11 NA 0.488761561439434
TP53BP2 1 NA 0.488792050758572
MARK1 1 NA 0.488835480459547
ADD3 10 NA 0.488941389951644
PSRC1 1 NA 0.489070943173843
MTRF1L 6 NA 0.489133518154934
PLCB4 20 NA 0.489251372958957
TMC8 17 NA 0.489285128371896
OR5M10 11 NA 0.489552481965063
C7orf49 7 NA 0.489572683438939
MACC1 7 NA 0.489648727992863
SVOPL 7 NA 0.489653236288529
KLHL29 2 NA 0.489780781950177
OR6Q1 11 NA 0.4899609630506
TCERG1 5 NA 0.490029862542463
TRDC 14 NA 0.490046189512979
NIPBL 5 NA 0.49036640787546
ZNF578 19 NA 0.490622174000959
OR2A2 7 NA 0.490710021115097
KARS 16 NA 0.490721942733777
MNT 17 NA 0.490902806808299
AMBN 4 NA 0.491184548574456
SHB 9 NA 0.491225985414725
IFIT1 10 NA 0.491306549902569
TRDMT1 10 NA 0.491306549902569
MS4A6A 11 NA 0.491306549902569
GEMIN2 14 NA 0.491306549902569
CCL14 17 NA 0.491306549902569
PIRT 17 NA 0.491306549902569
ZNF146 19 NA 0.491306549902569
TMEM189 20 NA 0.491306549902569
SLC9A4 2 NA 0.491306549902569
GCNT4 5 NA 0.491306549902569
GPRIN2 10 NA 0.491324409479434
PPP2R1A 19 NA 0.491499597249838
ARHGAP40 20 NA 0.491576688552549
PCDHGA8 5 NA 0.491688922394125
TKT 3 NA 0.491816263172862
C14orf79 14 NA 0.491945765081668
MTSS1L 16 NA 0.492085908759025
TEX15 8 NA 0.492365166866438
KISS1R 19 NA 0.49237154994482
MUC5AC 11 NA 0.4925224321483
GEN1 2 NA 0.492685488520159
FAM163B 9 NA 0.492758324934823
SARM1 17 NA 0.492762139458231
TMEM19 12 NA 0.492771465845716
KLHL5 4 NA 0.492789591459568
PACSIN3 11 NA 0.492855831368178
CNDP2 18 NA 0.492922627319425
SSUH2 3 NA 0.492991660400007
SIDT2 11 NA 0.493100229012275
RGS11 16 NA 0.493244061675923
KRT79 12 NA 0.493251938805107
ANO8 19 NA 0.493282920729019
TCTA 3 NA 0.493495779767834
TRGV3 7 NA 0.493536646243207
OVGP1 1 NA 0.493568304581563
DTX1 12 NA 0.493581929145481
HTR1F 3 NA 0.493615614824595
CAMKK2 12 NA 0.493767254728727
GPHN 14 NA 0.494294769030674
GALNT7 4 NA 0.494436264269046
MEX3C 18 NA 0.494437260619406
FAXC 6 NA 0.494481765018773
PTK2 8 NA 0.494546479014513
MCU 10 NA 0.494578287627864
ZNF652 17 NA 0.494629535333042
DMTF1 7 NA 0.494670823691111
CHRNA3 15 NA 0.494714310617214
SULT1A1 16 NA 0.494794782454365
ABCC1 16 NA 0.494912649118676
LGALS8 1 NA 0.494916773854094
IGHV1-58 14 NA 0.495062225532992
AKAP7 6 NA 0.49512726744442
PTPN22 1 NA 0.495167859285235
GLDN 15 NA 0.495232812829308
CHKB 22 NA 0.495301300121882
LGSN 6 NA 0.495332209414011
HPS6 10 NA 0.495442823104931
ITFG1 16 NA 0.495449051271879
RHPN1 8 NA 0.49546880478137
KPRP 1 NA 0.495506254492057
CR1L 1 NA 0.495585772357683
SLC2A10 20 NA 0.495698113532943
DCLK2 4 NA 0.496021709819273
DNAH3 16 NA 0.496141782140214
SPNS1 16 NA 0.496284936889694
STAC 3 NA 0.496446479273117
PSMD5 9 NA 0.496488157292432
ANKUB1 3 NA 0.4964974685819
KRBA1 7 NA 0.496663406217481
LY6G5B 6 NA 0.496701687343048
MMACHC 1 NA 0.496727294347141
NAP1L5 4 NA 0.496791141434339
PGBD4 15 NA 0.497014609854811
TANK 2 NA 0.49706232547795
OR1J2 9 NA 0.497072197337158
LXN 3 NA 0.497104101907985
C5orf58 5 NA 0.497137145466144
PTPRH 19 NA 0.497239948803526
AASDH 4 NA 0.497272112611216
FETUB 3 NA 0.497292099219091
ISYNA1 19 NA 0.497397874885226
MED29 19 NA 0.497442569402961
ZYX 7 NA 0.497746201495415
NRXN3 14 NA 0.497925078935146
DLX5 7 NA 0.498055500088154
F13B 1 NA 0.498070160884662
FAM175B 10 NA 0.498129633384214
CIDEA 18 NA 0.498399917411258
PPP1R3E 14 NA 0.498463633059712
TRMT61A 14 NA 0.498471655393482
RIN2 20 NA 0.498528706432921
LTBR 12 NA 0.498534677000967
ZNF280D 15 NA 0.498593209543484
SNCAIP 5 NA 0.498694208761264
ABLIM3 5 NA 0.498694652592252
VSTM4 10 NA 0.498774412883653
ADAM12 10 NA 0.498918005593026
INSL6 9 NA 0.498974670813001
KLF11 2 NA 0.499043186578653
CECR1 22 NA 0.499198209345216
MAP2K7 19 NA 0.499465834770456
DOK5 20 NA 0.499477973919275
GTF2F1 19 NA 0.499648742563641
ACP2 11 NA 0.499733099059756
IL17RD 3 NA 0.499983222179024
FDFT1 8 NA 0.500011787778247
TTC30B 2 NA 0.500034426761378
ELF2 4 NA 0.500272636431667
TINAG 6 NA 0.500315756482861
KIRREL3 11 NA 0.500357475691076
DRD2 11 NA 0.500496649259915
MYADM 19 NA 0.500509793247713
PWP2 21 NA 0.500582389007529
LILRA2 19 NA 0.500696987896972
GGN 19 NA 0.500757296474346
DECR2 16 NA 0.500815062524086
ATP6V1F 7 NA 0.500888566117892
USP31 16 NA 0.500935539003652
C4orf45 4 NA 0.500945899012181
CLEC4E 12 NA 0.501143261144092
NPHP3 3 NA 0.501362483819917
OR10G8 11 NA 0.501466163686078
VIPAS39 14 NA 0.501469263164596
PRDM15 21 NA 0.50147846469571
PPP1R16A 8 NA 0.501482130938546
ACY1 3 NA 0.501675719183159
ZNF212 7 NA 0.501687359168253
SGCB 4 NA 0.501698986509161
SERINC3 20 NA 0.501699308901209
PARVB 22 NA 0.501705288988394
MYO15B 17 NA 0.501749354287748
FAM19A5 22 NA 0.501750426427179
TMEM120A 7 NA 0.501751420118121
CT62 15 NA 0.501770154489527
FYCO1 3 NA 0.501783996106525
GPR153 1 NA 0.501789046440775
PRDM2 1 NA 0.501825272704167
TOMM40 19 NA 0.501865644464663
CHID1 11 NA 0.501915844185472
ZNF17 19 NA 0.502008048077166
WDR47 1 NA 0.502078282782279
UCP1 4 NA 0.502189269758048
FUT7 9 NA 0.502246847901519
MTCH2 11 NA 0.502309946516025
HECTD4 12 NA 0.502347499649065
GPR33 14 NA 0.502371621534112
LRRC10 12 NA 0.502382749721305
CLDN22 4 NA 0.502399380079839
POTEG 14 NA 0.502443342859588
RABEP1 17 NA 0.502553181321422
LAMB4 7 NA 0.502635470859766
SMARCD2 17 NA 0.50271721404165
SETX 9 NA 0.502766689066061
NADSYN1 11 NA 0.50277806185903
OBP2A 9 NA 0.502781257087307
NPC1L1 7 NA 0.502791324158059
LPAR6 13 NA 0.502811254939261
IGLV1-40 22 NA 0.502888973512616
SGSM2 17 NA 0.503035797042145
S100A11 1 NA 0.503058771272436
MRPL35 2 NA 0.503255030331232
SCAF4 21 NA 0.50332685219201
RBM6 3 NA 0.503377685690744
CTTN 11 NA 0.503391592974978
IGF1 12 NA 0.503391592974978
ISCA2 14 NA 0.503391592974978
PPFIA3 19 NA 0.503391592974978
PLK3 1 NA 0.503391592974978
TCEA2 20 NA 0.503391592974978
ATXN10 22 NA 0.503391592974978
HORMAD2 22 NA 0.503391592974978
CHCHD5 2 NA 0.503391592974978
MITD1 2 NA 0.503391592974978
SP3 2 NA 0.503391592974978
HIST1H2BD 6 NA 0.503391592974978
DGKB 7 NA 0.503391592974978
HOXA11 7 NA 0.503391592974978
KCTD7 7 NA 0.503391592974978
PBRM1 3 NA 0.503754561124106
ZNF469 16 NA 0.503801018474975
PRRC2C 1 NA 0.503902227269186
NCCRP1 19 NA 0.504038919524476
C1orf159 1 NA 0.504088357455316
XKR8 1 NA 0.504111136764033
TBC1D10B 16 NA 0.50413834148444
KRTAP21-2 21 NA 0.504159389023231
CDK3 17 NA 0.504188983520282
FRS2 12 NA 0.50428296126223
MC5R 18 NA 0.504299416684872
EEF1G 11 NA 0.504441756585203
NNMT 11 NA 0.504520081079769
CLEC4G 19 NA 0.504738096108185
DOLK 9 NA 0.504797025423328
TRIM64C 11 NA 0.504892834482917
SAP18 13 NA 0.504892834482917
ZFP36L1 14 NA 0.504892834482917
CDC27 17 NA 0.504892834482917
RAB3D 19 NA 0.504892834482917
RNASEH2A 19 NA 0.504892834482917
ANGPTL7 1 NA 0.504892834482917
CD28 2 NA 0.504892834482917
CSN3 4 NA 0.504892834482917
SFXN1 5 NA 0.504892834482917
CCDC28A 6 NA 0.504892834482917
PDE7A 8 NA 0.504892834482917
CALY 10 NA 0.504935846472101
OR5D14 11 NA 0.504959540150114
FAM129C 19 NA 0.504999173875019
KIAA0232 4 NA 0.505049016748685
SIK2 11 NA 0.505261417162141
SERPINA3 14 NA 0.505299524948201
TXNDC17 17 NA 0.505389927713347
ATP5J 21 NA 0.505521865121495
ICOSLG 21 NA 0.50552267144362
TSPAN4 11 NA 0.505646253142473
LRRK2 12 NA 0.505711606657069
CSNK1G2 19 NA 0.505780734705489
IGLV8-61 22 NA 0.505868881262982
ABCC11 16 NA 0.505886741165736
EOGT 3 NA 0.50606023502639
MYO5A 15 NA 0.506141305672144
CRIPAK 4 NA 0.506242052095643
DOK4 16 NA 0.506270465328603
